,Body (HTML),Variant Inventory Qty,Variant Grams,Image Src,Status,description,CategoryName,Variant Compare At Price,Variant Price,Custom Product Type,First,Second,Third,Fourth,Title,added_by,Vendor,Image Alt Text,SEO Title,SEO Description,Published,Variant Inventory Tracker,Tags,Standard Product Type,,Handle
Cute 3 Layers Shoe Rack/ Multipurpose 3-tier Shelf Waterproof Fabric Layers in Cute Patterns,"<ul>
	<li>High Quality PP plastic step connectors with stainless steel for strong support and oxford cloth as layers</li>
	<li>Removable parts to fit in High boots, bags, etc</li>
	<li>Waterproof and dustproof material</li>
	<li>Easy maintenance and construction</li>
	<li>Attractive colors and patterns</li>
	<li>Perfect for any room to organize your shoes, accessories, bags, etc</li>
	<li>Will come in random sorted color (pink, blue, green) as shown in the pictures</li>
	<li>3 layers</li>
</ul>_<div style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/88c909e3698b2d2f263b07d20795b646.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/ae9f1a9bb09d3a730697a971fa48e741.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/d8fdcaa7b4f30ca1047add3bc8c5342e.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/a5de6835787c119cd1837ee8ccd6224b.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/07415c30482300f1c9208b0d951a5d61.png"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/3833ff2d098c368b052589a3fd776885.png"" style=""width: 100.0%;display: block;""/></div></div>",50,0.5,https://static-01.daraz.com.np/p/ae9f1a9bb09d3a730697a971fa48e741.jpg,active,"<div style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/88c909e3698b2d2f263b07d20795b646.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/ae9f1a9bb09d3a730697a971fa48e741.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/d8fdcaa7b4f30ca1047add3bc8c5342e.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/a5de6835787c119cd1837ee8ccd6224b.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/07415c30482300f1c9208b0d951a5d61.png"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://sg-live-01.slatic.net/p/3833ff2d098c368b052589a3fd776885.png"" style=""width: 100.0%;display: block;""/></div></div>",Furniture & Décor / Furniture / Hallway & Entry Furniture / Hall Stands & Shelving,750,499,Furniture & Décor ,Furniture & Décor , Furniture , Hallway & Entry Furniture , Hall Stands & Shelving,Cute 3 Layers Shoe Rack/ Multipurpose 3-tier Shelf Waterproof Fabric Layers in Cute Patterns,seller,A&A readymade,Cute 3 Layers Shoe Rack/ Multipurpose 3-tier Shelf Waterproof Fabric Layers in Cute Patterns price in Nepal,Cute 3 Layers Shoe Rack/ Multipurpose 3-tier Shelf Waterproof Fabric Layers in Cute Patterns price in Nepal,"<ul>
	<li>High Quality PP plastic step connectors with stainless steel for strong support and oxford cloth as layers</li>
	<li>Removable parts to fit in High boots, bags, etc</li>
	<li>Waterproof and dustproof material</li>
	<li>Easy maintenance and construction</li>
	<li>Attractive colors and patterns</li>
	<li>Perfect for any room to organize your shoes, accessories, bags, etc</li>
	<li>Will come in random sorted color (pink, blue, green) as shown in the pictures</li>
	<li>3 layers</li>
</ul>",TRUE,shopify,"Furniture & Décor , Furniture , Hallway & Entry Furniture , Hall Stands & Shelving",,49200,Cute 3 Layers Shoe Rack/ Multipurpose 3-tier Shelf Waterproof Fabric Layers in Cute Patterns49200
Corner Rack / Shelf for Shoes / Display Case / Stainless Steel Shelf Rack 75 degree Angle,"<ul>
	<li>Attractive 75&deg; angled corner shelf that can be used as a display case for flower pots, shoes, show pieces and much more.</li>
	<li>Stainless Steel Aluminium Material with smooth edges</li>
	<li>Rubber Bottom grip for Anti slip</li>
	<li>Foldable Framers, easy to carry&nbsp;around</li>
	<li>Requires Self assembling, easy instruction</li>
	<li>4 Layered</li>
</ul>",69,1,https://static-01.daraz.com.np/p/0907a0c0baa3f1c65ebbceb0e0c55966.jpg,active,,Furniture & Décor / Furniture / Hallway & Entry Furniture / Hall Stands & Shelving,3000,1655,Furniture & Décor ,Furniture & Décor , Furniture , Hallway & Entry Furniture , Hall Stands & Shelving,Corner Rack / Shelf for Shoes / Display Case / Stainless Steel Shelf Rack 75 degree Angle,seller,A&A readymade,Corner Rack / Shelf for Shoes / Display Case / Stainless Steel Shelf Rack 75 degree Angle price in Nepal,Corner Rack / Shelf for Shoes / Display Case / Stainless Steel Shelf Rack 75 degree Angle price in Nepal,"<ul>
	<li>Attractive 75&deg; angled corner shelf that can be used as a display case for flower pots, shoes, show pieces and much more.</li>
	<li>Stainless Steel Aluminium Material with smooth edges</li>
	<li>Rubber Bottom grip for Anti slip</li>
	<li>Foldable Framers, easy to carry&nbsp;around</li>
	<li>Requires Self assembling, easy instruction</li>
	<li>4 Layered</li>
</ul>",TRUE,shopify,"Furniture & Décor , Furniture , Hallway & Entry Furniture , Hall Stands & Shelving",,49201,Corner Rack / Shelf for Shoes / Display Case / Stainless Steel Shelf Rack 75 degree Angle49201
Combo Offer Double Pole Hanger Stand - 30kg and 10 pcs Stainless Steel Hanger Set Combo,"<p>Stainless Steel Double Pole Clothe Hanger</p>

<p>◽Telescopic, adjustable engineered pipes according your desire<br />
◽Easy assembling and disassembling<br />
◽Perfect way to organize your everyday clothes<br />
◽High quality product that can support up to 30kgs<br />
◽Easy movement through wheels (can be locked for a fixed position)<br />
◽Bottom pipes can be used to store shoes/baskets/boxes<br />
◽Extremely durable and convenient<br />
◽Can also be modified to a single pole hanger</p>

<p>&rlm;&rlm;&lrm; &lrm;&rlm;&rlm;&lrm; &lrm;</p>

<p>&rlm;&rlm;&lrm; &lrm;&rlm;&rlm;&lrm; &lrm;</p>

<p>Stainless Steel Hangers with Anti Slip Grooves - 10pc set</p>

<p>▫️ Extremely strong and durable<br />
▫️ Anti slip groove design<br />
▫️ Anti Rust<br />
▫️ Each hanger can hold up to 7 kgs<br />
▫️ Extemely afforadable<br />
▫️ Each set has 10 pcs of hangers<br />
▫️ Material: Chrome Metal<br />
&nbsp;</p>

<p>This is a combo pack of the two items.</p>",81,2,https://static-01.daraz.com.np/p/mdc/4cdd073e93dc6e9f8b3d569bbfa7f1cb.jpg,active,,Furniture & Décor / Furniture / Hallway & Entry Furniture / Coat Racks & Umbrella Stands,2500,1899,Furniture & Décor ,Furniture & Décor , Furniture , Hallway & Entry Furniture , Coat Racks & Umbrella Stands,Combo Offer Double Pole Hanger Stand - 30kg and 10 pcs Stainless Steel Hanger Set Combo,seller,A&A readymade,Combo Offer Double Pole Hanger Stand - 30kg and 10 pcs Stainless Steel Hanger Set Combo price in Nepal,Combo Offer Double Pole Hanger Stand - 30kg and 10 pcs Stainless Steel Hanger Set Combo price in Nepal,"<p>Stainless Steel Double Pole Clothe Hanger</p>

<p>◽Telescopic, adjustable engineered pipes according your desire<br />
◽Easy assembling and disassembling<br />
◽Perfect way to organize your everyday clothes<br />
◽High quality product that can support up to 30kgs<br />
◽Easy movement through wheels (can be locked for a fixed position)<br />
◽Bottom pipes can be used to store shoes/baskets/boxes<br />
◽Extremely durable and convenient<br />
◽Can also be modified to a single pole hanger</p>

<p>&rlm;&rlm;&lrm; &lrm;&rlm;&rlm;&lrm; &lrm;</p>

<p>&rlm;&rlm;&lrm; &lrm;&rlm;&rlm;&lrm; &lrm;</p>

<p>Stainless Steel Hangers with Anti Slip Grooves - 10pc set</p>

<p>▫️ Extremely strong and durable<br />
▫️ Anti slip groove design<br />
▫️ Anti Rust<br />
▫️ Each hanger can hold up to 7 kgs<br />
▫️ Extemely afforadable<br />
▫️ Each set has 10 pcs of hangers<br />
▫️ Material: Chrome Metal<br />
&nbsp;</p>

<p>This is a combo pack of the two items.</p>",TRUE,shopify,"Furniture & Décor , Furniture , Hallway & Entry Furniture , Coat Racks & Umbrella Stands",,49202,Combo Offer Double Pole Hanger Stand - 30kg and 10 pcs Stainless Steel Hanger Set Combo49202
Extremely Durable Foldable Wardrobe/ Cabinet/ Clothes Rack/ Organizer Model number HCK 130k,"<ul>
	<li>Waterproof Thick synthetic cover that comes in attrative patterns, simply wipe off dirt and keep it clean when needed</li>
	<li>Perfect storage organizer that lasts for years</li>
	<li>Thick metal rods that ensures high durability</li>
	<li>Detachable</li>
	<li>Requires self assembly, easy instructions</li>
	<li>Estimated max weight: 100kgs</li>
	<li>Thick&nbsp;PP connectors</li>
	<li>Size: 110cm x 46cm x 170cm</li>
</ul>_<div></div>",20,10,https://static-01.daraz.com.np/p/912a800af5e1208f52748b4d92f18cfa.png,active,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,6300,4799,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Extremely Durable Foldable Wardrobe/ Cabinet/ Clothes Rack/ Organizer Model number HCK 130k,seller,A&A readymade,Extremely Durable Foldable Wardrobe/ Cabinet/ Clothes Rack/ Organizer Model number HCK 130k price in Nepal,Extremely Durable Foldable Wardrobe/ Cabinet/ Clothes Rack/ Organizer Model number HCK 130k price in Nepal,"<ul>
	<li>Waterproof Thick synthetic cover that comes in attrative patterns, simply wipe off dirt and keep it clean when needed</li>
	<li>Perfect storage organizer that lasts for years</li>
	<li>Thick metal rods that ensures high durability</li>
	<li>Detachable</li>
	<li>Requires self assembly, easy instructions</li>
	<li>Estimated max weight: 100kgs</li>
	<li>Thick&nbsp;PP connectors</li>
	<li>Size: 110cm x 46cm x 170cm</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49203,Extremely Durable Foldable Wardrobe/ Cabinet/ Clothes Rack/ Organizer Model number HCK 130k49203
Checked Foldable Wardrobe with Metal frames and Thick Waterproof Cover Multifunctional,"<ul>
	<li>Model:HCX-68106</li>
	<li>Easy to assemble and is detachable</li>
	<li>Max weight Capacity: 75kgs</li>
	<li>Waterproof cover with rubberized undercoating, just use a clean damp cloth to clean the cover when need</li>
	<li>Attractive and simple</li>
	<li>Thick PP connetors that joins the frames</li>
	<li>Easy to carry around and is affordable, perfect for students, rental rooms, apartments and much more</li>
	<li>Iron rods that ensure durability</li>
	<li>Approximate dimensions(L*B*H): 105 x 45 x 175 (in cm)</li>
	<li>Weight: about 5 kg</li>
	<li>Keep your home neat and organized</li>
</ul>_<div></div>",16,10,https://static-01.daraz.com.np/p/7822f75280dadf470cffefcb3011df38.png,active,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,5000,3450,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Checked Foldable Wardrobe with Metal frames and Thick Waterproof Cover Multifunctional,seller,A&A readymade,Checked Foldable Wardrobe with Metal frames and Thick Waterproof Cover Multifunctional price in Nepal,Checked Foldable Wardrobe with Metal frames and Thick Waterproof Cover Multifunctional price in Nepal,"<ul>
	<li>Model:HCX-68106</li>
	<li>Easy to assemble and is detachable</li>
	<li>Max weight Capacity: 75kgs</li>
	<li>Waterproof cover with rubberized undercoating, just use a clean damp cloth to clean the cover when need</li>
	<li>Attractive and simple</li>
	<li>Thick PP connetors that joins the frames</li>
	<li>Easy to carry around and is affordable, perfect for students, rental rooms, apartments and much more</li>
	<li>Iron rods that ensure durability</li>
	<li>Approximate dimensions(L*B*H): 105 x 45 x 175 (in cm)</li>
	<li>Weight: about 5 kg</li>
	<li>Keep your home neat and organized</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49204,Checked Foldable Wardrobe with Metal frames and Thick Waterproof Cover Multifunctional49204
Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",1,3.5,https://static-01.daraz.com.np/p/56da8b0f2e89a42ce29722ee3b392dbf.jpg,inactive,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,7500,4775,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,seller,A&A readymade,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49205,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet49205
Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",1,3.5,https://static-01.daraz.com.np/p/03149bc5f2094b478a86ff48d9e94bcc.png,inactive,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,7500,4775,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,seller,A&A readymade,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49206,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet49206
Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",2,3.5,https://static-01.daraz.com.np/p/d064f249c721713ec9d13724e3928360.png,inactive,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,7500,4775,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet,seller,A&A readymade,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet price in Nepal,"<p>Easy to assemble together with kids. Enjoy the fun to build up your own kids&#39; room.<br />
<br />
◽Spacious and Multi-function storage<br />
◽Creative Cute Designs for Kids<br />
◽Processed from Long-Lasting Eco friendly particles<br />
◽Hassle-Free and Fun Assemble<br />
◽Easy Maintenance<br />
◽Dust-proof and Waterproof<br />
◽10 cubes in total, Each cube is estimated to withstand 6&nbsp;kgs of weight easily<br />
&nbsp;</p>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49207,Kids Cartoon Cube Wardrobe Foldable 10 cubes DIY Cabinet49207
Modular Durable Plastic 12 Cube Wardrobe with Shoe Compartment and Cloth Hanger,"<ul>
	<li>Meet all your storage needs with Portable Cubes Wardrobe. This cabinetfocuses on helping youto keep your home neat, tidy and organized.It is very easy to assemble and will provide you with a very sturdy, fully functional closet unit for almost anything.</li>
	<li>Storage function: This product is a multifunctional storage product, which can make your space more tidy to the maximum. It can be used as a bookshelf, item rack, shoe cabinet, etc., and provides ample storage space for your books, shoes, and sundries through various combinations. The product uses a modular design, which can be assembled at will, and the application scene is wider.</li>
	<li>Firm and easy to install: The product is very strong, can meet the requirements of daily use, and easy to install, the product has a simple structure, easy installation, and clear parts classification. Can be installed independently by one person.</li>
	<li>High-quality materials: We use materials that can reach the level of infant use, and are dustproof and waterproof, easy to clean, just wipe the surface with a damp cloth.</li>
	<li>Each cube is estimated to store up to 10 kgs (this is a 12 set cube)</li>
	<li>Contains Shoe Compartment to arragne your shoes as well</li>
	<li>You can also modify this modular wardrobe according to your will.</li>
</ul>_<div></div>",0,10,https://static-01.daraz.com.np/p/a749d9afa594eafeaf1b276cc9b7499b.jpg,inactive,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,5800,4799,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Modular Durable Plastic 12 Cube Wardrobe with Shoe Compartment and Cloth Hanger,seller,A&A readymade,Modular Durable Plastic 12 Cube Wardrobe with Shoe Compartment and Cloth Hanger price in Nepal,Modular Durable Plastic 12 Cube Wardrobe with Shoe Compartment and Cloth Hanger price in Nepal,"<ul>
	<li>Meet all your storage needs with Portable Cubes Wardrobe. This cabinetfocuses on helping youto keep your home neat, tidy and organized.It is very easy to assemble and will provide you with a very sturdy, fully functional closet unit for almost anything.</li>
	<li>Storage function: This product is a multifunctional storage product, which can make your space more tidy to the maximum. It can be used as a bookshelf, item rack, shoe cabinet, etc., and provides ample storage space for your books, shoes, and sundries through various combinations. The product uses a modular design, which can be assembled at will, and the application scene is wider.</li>
	<li>Firm and easy to install: The product is very strong, can meet the requirements of daily use, and easy to install, the product has a simple structure, easy installation, and clear parts classification. Can be installed independently by one person.</li>
	<li>High-quality materials: We use materials that can reach the level of infant use, and are dustproof and waterproof, easy to clean, just wipe the surface with a damp cloth.</li>
	<li>Each cube is estimated to store up to 10 kgs (this is a 12 set cube)</li>
	<li>Contains Shoe Compartment to arragne your shoes as well</li>
	<li>You can also modify this modular wardrobe according to your will.</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49208,Modular Durable Plastic 12 Cube Wardrobe with Shoe Compartment and Cloth Hanger49208
Extremely Durable Foldable Wardrobe Cabinet with Strong Steel Pipes Model 25110,"<ul>
	<li>- Extremely thick pipes with strong PP connectors</li>
	<li>- Curtained Washable and waterproof cover (Can be held onto place)</li>
	<li>- Cover can also be zippered up</li>
	<li>- Attractive Patterns (DM for the patterns)</li>
	<li>- Heavy Duty Wardrobe</li>
	<li>- Estimated weight capacity: 100kgs</li>
	<li>Size in cm: 110 * 47 * 178</li>
</ul>_<div></div>",50,10,https://static-01.daraz.com.np/p/c0d484402a5300d29afaaa85e52c85f1.png,active,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,5000,4699,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Extremely Durable Foldable Wardrobe Cabinet with Strong Steel Pipes Model 25110,seller,A&A readymade,Extremely Durable Foldable Wardrobe Cabinet with Strong Steel Pipes Model 25110 price in Nepal,Extremely Durable Foldable Wardrobe Cabinet with Strong Steel Pipes Model 25110 price in Nepal,"<ul>
	<li>- Extremely thick pipes with strong PP connectors</li>
	<li>- Curtained Washable and waterproof cover (Can be held onto place)</li>
	<li>- Cover can also be zippered up</li>
	<li>- Attractive Patterns (DM for the patterns)</li>
	<li>- Heavy Duty Wardrobe</li>
	<li>- Estimated weight capacity: 100kgs</li>
	<li>Size in cm: 110 * 47 * 178</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49209,Extremely Durable Foldable Wardrobe Cabinet with Strong Steel Pipes Model 2511049209
Wooden Foldable Wardrobe / Folding Wardrobe with wooden pipes,"<ul>
	<li>Storage wardrobe with wooden base pipe with plastic joints</li>
	<li>Wooden Pipes to ensure extreme durability</li>
	<li>Washable canvas&nbsp;cover with zippers&nbsp;for dust protection</li>
	<li>Easy assembling, requires no tools</li>
	<li>Comes in random prints</li>
</ul>_<div></div>",10,10,https://np-live-21.slatic.net/kf/S2cdf9009dbf64331a09d295ee6335bbcD.jpg,active,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,5000,4699,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Wooden Foldable Wardrobe / Folding Wardrobe with wooden pipes,seller,A&A readymade,Wooden Foldable Wardrobe / Folding Wardrobe with wooden pipes price in Nepal,Wooden Foldable Wardrobe / Folding Wardrobe with wooden pipes price in Nepal,"<ul>
	<li>Storage wardrobe with wooden base pipe with plastic joints</li>
	<li>Wooden Pipes to ensure extreme durability</li>
	<li>Washable canvas&nbsp;cover with zippers&nbsp;for dust protection</li>
	<li>Easy assembling, requires no tools</li>
	<li>Comes in random prints</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49210,Wooden Foldable Wardrobe / Folding Wardrobe with wooden pipes49210
Foldable Wardrobe Heavy Duty with Thick Pipes and Waterproof Cover Model 25160,"<p>Durable Foldable Wardrobe with Threelayers of Clothe Hanger and Washable/Wipeable Cover<br/>
Model 25150</p>

<ul>
	<li>- Extremely thick pipes with strong PP connectors</li>
	<li>- Washable and waterproof cover (Can be held onto place)</li>
	<li>- 3 compartments</li>
	<li>- Cover can also be zippered down</li>
	<li>- Attractive Patterns (DM for the patterns)</li>
	<li>- Heavy Duty Wardrobe</li>
	<li>- Estimated weight capacity: 120kgs</li>
</ul>

<p>Size in cm: 150* 47 * 178</p>_<div></div>",49,10,https://static-01.daraz.com.np/p/730893d5598d3467ab1976351ef5b01a.png,active,<div></div>,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,7800,5625,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe Heavy Duty with Thick Pipes and Waterproof Cover Model 25160,seller,A&A readymade,Foldable Wardrobe Heavy Duty with Thick Pipes and Waterproof Cover Model 25160 price in Nepal,Foldable Wardrobe Heavy Duty with Thick Pipes and Waterproof Cover Model 25160 price in Nepal,"<p>Durable Foldable Wardrobe with Threelayers of Clothe Hanger and Washable/Wipeable Cover<br/>
Model 25150</p>

<ul>
	<li>- Extremely thick pipes with strong PP connectors</li>
	<li>- Washable and waterproof cover (Can be held onto place)</li>
	<li>- 3 compartments</li>
	<li>- Cover can also be zippered down</li>
	<li>- Attractive Patterns (DM for the patterns)</li>
	<li>- Heavy Duty Wardrobe</li>
	<li>- Estimated weight capacity: 120kgs</li>
</ul>

<p>Size in cm: 150* 47 * 178</p>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49211,Foldable Wardrobe Heavy Duty with Thick Pipes and Waterproof Cover Model 2516049211
Cabinet Wardrobe,<ul><li>Cabinet wardrobe for storing clothes</li><li>Portable</li><li>Waterproff</li></ul>,166,7,https://static-01.daraz.com.np/p/cf68d041dd5563703ec76da35fb77d1d.jpg,inactive,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,,3000,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Cabinet Wardrobe,seller,A&A readymade,Cabinet Wardrobe price in Nepal,Cabinet Wardrobe price in Nepal,<ul><li>Cabinet wardrobe for storing clothes</li><li>Portable</li><li>Waterproff</li></ul>,TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49212,Cabinet Wardrobe49212
Foldable Wardrobe / Cabinet / Three Compartments Pattern Cover,"<ul>
	<li>Easy to assemble and dismantle when in need</li>
	<li>Perfect for organizing your outfits, accessories, bags, shoes, and many more</li>
	<li>Washable non-woven cloth cover with zippers to ensure dust and moist protection</li>
	<li>Attractive patterns that looks great in any room</li>
	<li>Metal pipes to ensure durability</li>
	<li>PP plastic joints for easy construction, requires no tool&nbsp;</li>
</ul>",98,3,https://static-01.daraz.com.np/p/9cb329c69779c6a03e74144d65ad0b63.jpg,active,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,2400,2300,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe / Cabinet / Three Compartments Pattern Cover,seller,A&A readymade,Foldable Wardrobe / Cabinet / Three Compartments Pattern Cover price in Nepal,Foldable Wardrobe / Cabinet / Three Compartments Pattern Cover price in Nepal,"<ul>
	<li>Easy to assemble and dismantle when in need</li>
	<li>Perfect for organizing your outfits, accessories, bags, shoes, and many more</li>
	<li>Washable non-woven cloth cover with zippers to ensure dust and moist protection</li>
	<li>Attractive patterns that looks great in any room</li>
	<li>Metal pipes to ensure durability</li>
	<li>PP plastic joints for easy construction, requires no tool&nbsp;</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49213,Foldable Wardrobe / Cabinet / Three Compartments Pattern Cover49213
Foldable Wardrobe/ Cabinet k99,"<ul>
	<li>Brand: Hewei</li>
	<li>Model:KW-99(9188)</li>
	<li>Material: Cloth, Stainless Steel</li>
	<li>Occasion: Bed room, living room etc.</li>
	<li>Features: Detachable, Foldable</li>
	<li>Approximate dimensions(L*B*H): 87x 45 x 165 (in cm)</li>
	<li>Weight: about 2.5 kg</li>
	<li>Quick and easy installation</li>
	<li>Keep your home neat and organized</li>
</ul>",96,2.5,https://static-01.daraz.com.np/p/5825e45110ed78314754909dda4095f4.jpg,inactive,,Furniture & Décor / Storage & Organisation / Wardrobe Organisers,,2100,Furniture & Décor ,Furniture & Décor , Storage & Organisation , Wardrobe Organisers,,Foldable Wardrobe/ Cabinet k99,seller,A&A readymade,Foldable Wardrobe/ Cabinet k99 price in Nepal,Foldable Wardrobe/ Cabinet k99 price in Nepal,"<ul>
	<li>Brand: Hewei</li>
	<li>Model:KW-99(9188)</li>
	<li>Material: Cloth, Stainless Steel</li>
	<li>Occasion: Bed room, living room etc.</li>
	<li>Features: Detachable, Foldable</li>
	<li>Approximate dimensions(L*B*H): 87x 45 x 165 (in cm)</li>
	<li>Weight: about 2.5 kg</li>
	<li>Quick and easy installation</li>
	<li>Keep your home neat and organized</li>
</ul>",TRUE,shopify,"Furniture & Décor , Storage & Organisation , Wardrobe Organisers,",,49214,Foldable Wardrobe/ Cabinet k9949214
